8.850244421600983458e-04,1.461681685193916280e-02,2.114638471296004241e-02,1.485770059517310671e-02,3.863217724298539935e-03
1.993792865353505306e-03,6.032023484564774662e-03,2.809544575678524225e-02,1.276664193003584913e-02,3.095297022784881946e-02
-1.496775094964730712e-02,-1.140939983479061226e-02,5.433378842418790100e-04,5.706184392765933922e-03,-1.239780871441631405e-02
-1.302440211780631074e-02,-1.168895460454777435e-02,-1.348440415723795027e-02,-3.250995615331220279e-02,-7.039266999043114481e-03
-1.200389243436550402e-02,-7.468003923137622735e-03,-3.209724108904854489e-03,-5.069458667631332460e-02,6.496961193926509281e-03
-2.766611537223351291e-03,-8.538167282998720964e-03,-2.666098538111061345e-03,-1.901264598497354186e-02,-1.429424874135065693e-02
5.754310243629490174e-03,2.293316527126254556e-02,1.556613039012288979e-02,3.978081051904602816e-02,2.310325999680973297e-02
-4.890764440664163715e-03,3.111511021875124072e-03,-5.407525047544936569e-04,1.608447426957448911e-02,6.700026060041608389e-03
2.149219049325967745e-03,-7.039817872157350109e-03,-9.417229810142480062e-03,-4.244198954268885160e-02,-2.046108261621970570e-02
3.704507288450820113e-02,2.570441871317541427e-02,3.238785811019173622e-02,3.664286797520865946e-02,1.878222531765771919e-02
2.532951962967677773e-02,6.110122835458664525e-02,3.061614009745294851e-02,2.429810660324616123e-02,2.068187245610042524e-02
-7.984746577655243982e-03,-4.042219605246089031e-03,2.337417763277782612e-02,-2.078762704291570174e-02,-1.782533063189939426e-02
-1.331727359631429408e-02,-1.180832444153168126e-02,-2.245330823991587010e-02,4.759133775953383605e-03,-5.203151333481592644e-03
-8.483476097570719077e-03,-1.013676683998276928e-02,1.731841821798862924e-03,4.074846425620659573e-02,-4.342879660842680067e-03
1.320322954727615183e-02,-1.436668847522870607e-02,-1.205890406650222957e-02,5.496776564426220091e-02,2.241632986035257957e-02
-4.943690179469051316e-03,-7.535957555537819985e-03,-1.140905948525450242e-03,1.258384073886631427e-02,-2.043232887566137634e-03
-1.953457537273850519e-02,-8.751815521729433556e-03,-1.499523013262260562e-02,9.742375500976674374e-03,-2.435824495575511506e-02
-3.730055076806237935e-03,-2.357837029535403417e-03,8.743820184148098917e-03,4.004293817903015196e-03,-4.840752782933499532e-03
-4.152323061777263291e-03,-2.139355183438773622e-03,1.599053041145426235e-02,2.128815966059738329e-02,6.665144403683598284e-04
-1.858315724888814913e-02,-1.231728871956239146e-02,-3.395861483962026028e-02,-9.382099608272298497e-03,-1.537943088687399040e-02
8.384819164708900985e-03,5.715370708165856684e-03,5.300521627994658758e-03,6.108441901197192436e-03,8.735066416893033647e-03
-2.830335943035944268e-03,-1.118739089164133560e-02,8.991387131214167994e-03,-1.861595575677554848e-02,-1.478803355715996304e-02
-1.295911186706488749e-02,5.050407344294960410e-03,-7.872055648981746145e-03,-1.452971093638666389e-02,-6.518487408611051137e-04
